"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 03- 20","9,828,000","9,707,000","10,009,000","9,135,000","21.20K","1.25%"
"2018- 03- 19","9,707,000","8,985,000","9,738,000","8,900,000","24.36K","8.04%"
"2018- 03- 18","8,985,000","8,653,000","9,057,000","8,064,000","20.33K","3.84%"
"2018- 03- 17","8,653,000","9,063,000","9,150,000","8,550,000","11.29K","-4.70%"
"2018- 03- 16","9,080,000","9,100,000","9,324,000","8,767,000","15.85K","-0.12%"
"2018- 03- 15","9,091,000","9,141,000","9,305,000","8,455,000","25.10K","-0.55%"
"2018- 03- 14","9,141,000","10,139,000","10,270,000","8,935,000","22.06K","-9.84%"
"2018- 03- 13","10,139,000","10,206,000","10,380,000","9,873,000","18.90K","-0.66%"
"2018- 03- 12","10,206,000","10,493,000","10,852,000","9,872,000","20.21K","-2.74%"
"2018- 03- 11","10,493,000","9,892,000","10,670,000","9,560,000","18.54K","6.34%"
"2018- 03- 10","9,867,000","10,370,000","10,540,000","9,801,000","15.57K","-4.85%"
"2018- 03- 09","10,370,000","10,470,000","10,628,000","9,310,000","28.35K","-0.96%"
"2018- 03- 08","10,470,000","11,146,000","11,308,000","10,450,000","20.21K","-6.06%"
"2018- 03- 07","11,146,000","11,997,000","12,220,000","10,900,000","23.86K","-7.05%"
"2018- 03- 06","11,992,000","12,715,000","12,715,000","11,903,000","15.67K","-5.83%"
"2018- 03- 05","12,734,000","12,569,000","12,878,000","12,460,000","13.39K","1.31%"
"2018- 03- 04","12,569,000","12,799,000","12,817,000","12,253,000","16.13K","-1.80%"
"2018- 03- 03","12,799,000","12,441,000","12,806,000","12,388,000","14.96K","2.88%"
"2018- 03- 02","12,441,000","12,186,000","12,550,000","12,134,000","19.48K","2.09%"
"2018- 03- 01","12,186,000","11,831,000","12,268,000","11,600,000","12.61K","3.08%"
"2018- 02- 28","11,822,000","11,922,000","12,394,000","11,770,000","17.79K","-0.84%"
"2018- 02- 27","11,922,000","11,745,000","12,147,000","11,465,000","19.41K","1.51%"
"2018- 02- 26","11,745,000","11,209,000","11,900,000","10,812,000","21.55K","4.79%"
"2018- 02- 25","11,208,000","11,522,000","11,579,000","10,813,000","15.17K","-2.74%"
"2018- 02- 24","11,524,000","12,049,000","12,339,000","11,250,000","19.26K","-4.36%"
"2018- 02- 23","12,049,000","11,725,000","12,187,000","11,290,000","24.97K","2.76%"
"2018- 02- 22","11,725,000","12,808,000","13,037,000","11,660,000","28.50K","-8.46%"
"2018- 02- 21","12,808,000","13,516,000","13,622,000","12,350,000","34.29K","-5.24%"
"2018- 02- 20","13,516,000","12,663,000","14,145,000","12,660,000","28.88K","6.74%"
"2018- 02- 19","12,663,000","11,961,000","12,687,000","11,840,000","16.45K","5.87%"
"2018- 02- 18","11,961,000","12,353,000","12,750,000","11,501,000","31.02K","-3.23%"
"2018- 02- 17","12,360,000","11,431,000","12,370,000","11,370,000","22.60K","8.13%"
"2018- 02- 16","11,431,000","11,370,000","11,720,000","11,150,000","11.88K","0.54%"
"2018- 02- 15","11,370,000","10,469,000","11,471,000","10,382,000","17.22K","8.61%"
"2018- 02- 14","10,469,000","9,878,000","10,499,000","9,855,000","12.32K","5.98%"
"2018- 02- 13","9,878,000","10,137,000","10,200,000","9,651,000","9.64K","-2.55%"
"2018- 02- 12","10,137,000","9,302,000","10,220,000","9,299,000","11.77K","8.98%"
"2018- 02- 11","9,302,000","9,928,000","9,959,000","9,038,000","13.24K","-6.31%"
"2018- 02- 10","9,928,000","9,970,000","10,680,000","9,501,000","16.76K","-0.42%"
"2018- 02- 09","9,970,000","9,473,000","9,984,000","9,061,000","14.55K","5.25%"
"2018- 02- 08","9,473,000","8,382,000","9,620,000","8,373,000","15.43K","13.23%"
"2018- 02- 07","8,366,000","8,583,000","9,197,000","7,970,000","16.25K","-2.54%"
"2018- 02- 06","8,584,000","7,807,000","8,701,000","6,601,000","24.47K","9.95%"
"2018- 02- 05","7,807,000","8,967,000","9,200,000","7,635,000","15.34K","-12.94%"
"2018- 02- 04","8,967,000","9,538,000","10,095,000","8,736,000","11.85K","-5.99%"
"2018- 02- 03","9,538,000","9,415,000","9,980,000","8,500,000","11.66K","1.31%"
"2018- 02- 02","9,415,000","10,061,000","10,083,000","7,687,000","23.70K","-6.42%"
"2018- 02- 01","10,061,000","11,450,000","11,477,000","9,912,000","12.55K","-12.13%"
"2018- 01- 31","11,450,000","11,581,000","11,716,000","10,575,000","9.71K","-1.13%"
"2018- 01- 30","11,581,000","12,847,000","12,930,000","11,358,000","9.34K","-9.85%"
"2018- 01- 29","12,847,000","13,299,000","13,430,000","12,581,000","7.95K","-3.33%"
"2018- 01- 28","13,289,000","12,861,000","13,510,000","12,820,000","10.78K","3.33%"
"2018- 01- 27","12,861,000","12,871,000","13,020,000","12,323,000","9.76K","-0.08%"
"2018- 01- 26","12,871,000","12,934,000","13,153,000","11,520,000","16.03K","-0.49%"
"2018- 01- 25","12,934,000","13,489,000","13,840,000","12,751,000","10.84K","-3.98%"
"2018- 01- 24","13,470,000","13,094,000","13,647,000","12,577,000","14.45K","2.87%"
"2018- 01- 23","13,094,000","13,973,000","14,017,000","12,290,000","16.79K","-6.29%"
"2018- 01- 22","13,973,000","14,521,000","14,818,000","12,830,000","15.69K","-3.77%"
"2018- 01- 21","14,521,000","16,799,000","16,865,000","13,890,000","14.90K","-13.56%"
"2018- 01- 20","16,799,000","15,292,000","17,300,000","15,195,000","27.77K","9.85%"
"2018- 01- 19","15,292,000","14,820,000","15,325,000","14,382,000","13.76K","3.18%"
"2018- 01- 18","14,820,000","14,706,000","16,388,000","13,554,000","19.75K","0.78%"
"2018- 01- 17","14,706,000","14,317,000","15,606,000","11,700,000","24.35K","2.72%"
"2018- 01- 16","14,317,000","18,985,000","19,091,000","12,375,000","26.00K","-24.92%"
"2018- 01- 15","19,068,000","19,142,000","19,950,000","18,381,000","11.54K","-0.39%"
"2018- 01- 14","19,142,000","20,711,000","20,998,000","18,350,000","9.31K","-7.58%"
"2018- 01- 13","20,711,000","20,316,000","21,173,000","20,031,000","10.85K","1.94%"
"2018- 01- 12","20,316,000","19,147,000","20,700,000","18,252,000","11.91K","6.11%"
"2018- 01- 11","19,147,000","20,500,000","21,124,000","17,510,000","13.75K","-6.60%"
"2018- 01- 10","20,500,000","22,595,000","22,900,000","19,655,000","12.37K","-9.27%"
"2018- 01- 09","22,595,000","23,737,000","24,402,000","21,700,000","11.85K","-4.81%"
"2018- 01- 08","23,737,000","24,928,000","25,125,000","22,561,000","10.47K","-4.78%"
"2018- 01- 07","24,928,000","24,771,000","25,490,000","24,270,000","8.56K","0.63%"
"2018- 01- 06","24,771,000","25,026,000","25,766,000","23,314,000","20.01K","-1.02%"
"2018- 01- 05","25,026,000","21,576,000","25,988,000","21,046,000","25.29K","15.99%"
"2018- 01- 04","21,576,000","20,419,000","21,830,000","19,891,000","14.73K","5.67%"
"2018- 01- 03","20,419,000","19,838,000","20,810,000","19,800,000","15.67K","2.93%"
"2018- 01- 02","19,838,000","18,655,000","20,800,000","18,570,000","17.46K","6.34%"
"2018- 01- 01","18,655,000","19,208,000","19,296,000","18,362,000","10.24K","-2.88%"
"2017- 12- 31","19,208,000","18,271,000","19,500,000","18,200,000","13.14K","5.13%"
"2017- 12- 30","18,271,000","19,229,000","19,300,000","18,000,000","12.73K","-4.98%"
"2017- 12- 29","19,229,000","19,456,000","19,577,000","18,669,000","16.46K","-1.17%"
"2017- 12- 28","19,456,000","21,851,000","21,920,000","18,500,000","20.74K","-10.96%"
"2017- 12- 27","21,851,000","21,384,000","22,456,000","21,002,000","21.63K","2.18%"
"2017- 12- 26","21,384,000","19,338,000","21,995,000","19,215,000","28.38K","10.58%"
"2017- 12- 25","19,338,000","18,991,000","19,470,000","18,785,000","14.53K","1.83%"
"2017- 12- 24","18,991,000","19,157,000","19,250,000","17,544,000","15.70K","-0.87%"
"2017- 12- 23","19,157,000","18,300,000","19,637,000","17,880,000","19.28K","4.68%"
"2017- 12- 22","18,300,000","20,330,000","20,676,000","15,700,000","25.16K","-9.99%"
"2017- 12- 21","20,330,000","21,040,000","21,800,000","19,150,000","18.67K","-3.37%"
"2017- 12- 20","21,040,000","21,643,000","21,969,000","20,132,000","23.72K","-2.79%"
"2017- 12- 19","21,643,000","21,850,000","22,464,000","20,502,000","21.05K","-0.95%"
"2017- 12- 18","21,850,000","21,832,000","22,099,000","20,900,000","22.96K","0.08%"
"2017- 12- 17","21,832,000","22,111,000","22,884,000","20,975,000","25.47K","-1.26%"
"2017- 12- 16","22,111,000","20,031,000","22,505,000","19,850,000","24.12K","10.38%"
"2017- 12- 15","20,031,000","18,644,000","21,000,000","18,616,000","26.44K","7.44%"
"2017- 12- 14","18,644,000","18,220,000","19,400,000","18,092,000","22.04K","2.33%"
"2017- 12- 13","18,220,000","18,767,000","19,124,000","17,750,000","21.78K","-2.91%"
"2017- 12- 12","18,767,000","19,191,000","19,499,000","18,600,000","25.12K","-2.21%"
"2017- 12- 11","19,191,000","17,441,000","19,900,000","17,301,000","28.53K","10.03%"
"2017- 12- 10","17,441,000","17,751,000","18,290,000","13,911,000","35.12K","-1.75%"
"2017- 12- 09","17,751,000","20,050,000","20,267,000","15,420,000","38.26K","-11.47%"
"2017- 12- 08","20,050,000","23,880,000","24,979,000","16,297,000","29.39K","-16.04%"
"2017- 12- 07","23,880,000","18,517,000","23,956,000","18,000,000","32.15K","28.96%"
"2017- 12- 06","18,517,000","14,655,000","19,500,000","14,636,000","35.02K","26.35%"
"2017- 12- 05","14,655,000","13,599,000","14,803,000","13,558,000","29.49K","7.77%"
"2017- 12- 04","13,599,000","13,130,000","13,619,000","13,101,000","22.35K","3.57%"
"2017- 12- 03","13,130,000","12,878,000","13,456,000","12,741,000","25.53K","1.96%"
"2017- 12- 02","12,878,000","12,500,000","13,091,000","12,462,000","30.63K","3.02%"
"2017- 12- 01","12,500,000","11,944,000","12,580,000","11,210,000","40.46K","4.66%"
"2017- 11- 30","11,944,000","11,190,000","12,560,000","10,135,000","49.36K","6.74%"
"2017- 11- 29","11,190,000","11,945,000","13,550,000","10,700,000","42.96K","-6.32%"
"2017- 11- 28","11,945,000","11,242,000","11,949,000","11,096,000","33.87K","6.25%"
"2017- 11- 27","11,242,000","10,300,000","11,262,000","10,300,000","28.88K","9.15%"
"2017- 11- 26","10,300,000","9,801,000","10,756,000","9,730,000","34.65K","5.09%"
"2017- 11- 25","9,801,000","9,186,000","9,860,000","9,037,000","24.00K","6.59%"
"2017- 11- 24","9,195,000","8,859,000","9,630,000","8,847,000","25.94K","3.79%"
"2017- 11- 23","8,859,000","9,026,000","9,090,000","8,857,000","24.21K","-1.85%"
"2017- 11- 22","9,026,000","8,893,000","9,154,000","8,880,000","20.89K","1.50%"
"2017- 11- 21","8,893,000","8,901,000","9,069,000","8,550,000","25.06K","-0.09%"
"2017- 11- 20","8,901,000","8,753,000","9,031,000","8,662,000","22.67K","1.69%"
"2017- 11- 19","8,753,000","8,568,000","8,793,000","8,455,000","20.90K","2.16%"
"2017- 11- 18","8,568,000","8,504,000","8,635,000","8,300,000","29.27K","0.75%"
"2017- 11- 17","8,504,000","8,628,000","8,821,000","8,389,000","36.78K","-1.44%"
"2017- 11- 16","8,628,000","8,295,000","8,746,000","8,150,000","39.49K","4.01%"
"2017- 11- 15","8,295,000","7,530,000","8,365,000","7,526,000","44.50K","10.16%"
"2017- 11- 14","7,530,000","7,430,000","7,638,000","7,400,000","25.91K","1.35%"
"2017- 11- 13","7,430,000","6,900,000","7,875,000","6,870,000","52.14K","7.68%"
"2017- 11- 12","6,900,000","7,173,000","7,455,000","6,430,000","40.72K","-3.81%"
"2017- 11- 11","7,173,000","7,461,000","7,869,000","7,000,000","39.82K","-3.86%"
"2017- 11- 10","7,461,000","8,196,000","8,259,000","7,225,000","46.91K","-8.97%"
"2017- 11- 09","8,196,000","8,325,000","8,327,000","8,010,000","28.81K","-1.55%"
"2017- 11- 08","8,325,000","8,210,000","8,699,000","8,120,000","29.38K","1.40%"
"2017- 11- 07","8,210,000","8,050,000","8,331,000","8,050,000","17.08K","1.99%"
"2017- 11- 06","8,050,000","8,429,000","8,446,000","8,033,000","23.67K","-4.50%"
"2017- 11- 05","8,429,000","8,320,000","8,627,000","8,254,000","21.03K","1.31%"
"2017- 11- 04","8,320,000","8,102,000","8,397,000","7,600,000","18.59K","2.69%"
"2017- 11- 03","8,102,000","8,195,000","8,440,000","8,026,000","24.19K","-1.13%"
"2017- 11- 02","8,195,000","7,711,000","8,650,000","7,700,000","36.59K","6.28%"
"2017- 11- 01","7,711,000","7,389,000","7,719,000","7,241,000","26.07K","4.36%"
"2017- 10- 31","7,389,000","6,943,000","7,433,000","6,934,000","23.36K","6.42%"
"2017- 10- 30","6,943,000","6,933,000","6,990,000","6,820,000","16.78K","0.14%"
"2017- 10- 29","6,933,000","6,619,000","7,080,000","6,612,000","21.83K","4.74%"
"2017- 10- 28","6,619,000","6,661,000","6,775,000","6,593,000","13.21K","-0.63%"
"2017- 10- 27","6,661,000","6,770,000","6,887,000","6,600,000","17.78K","-1.61%"
"2017- 10- 26","6,770,000","6,625,000","6,849,000","6,540,000","22.53K","2.19%"
"2017- 10- 25","6,625,000","6,387,000","6,646,000","6,181,000","24.99K","3.73%"
"2017- 10- 24","6,387,000","6,985,000","7,008,000","6,330,000","32.18K","-8.56%"
"2017- 10- 23","6,985,000","6,966,000","7,046,000","6,704,000","32.86K","0.27%"
"2017- 10- 22","6,966,000","6,905,000","6,988,000","6,677,000","29.29K","0.88%"
"2017- 10- 21","6,905,000","6,882,000","7,193,000","6,882,000","30.52K","0.33%"
"2017- 10- 20","6,882,000","6,498,000","6,923,000","6,400,000","24.34K","5.91%"
"2017- 10- 19","6,498,000","6,378,000","6,531,000","6,270,000","22.21K","1.88%"
"2017- 10- 18","6,378,000","6,395,000","6,448,000","5,843,000","29.98K","-0.27%"
"2017- 10- 17","6,395,000","6,450,000","6,474,000","6,300,000","16.76K","-0.85%"
"2017- 10- 16","6,450,000","6,436,000","6,484,000","6,281,000","19.43K","0.22%"
"2017- 10- 15","6,436,000","6,634,000","6,686,000","6,153,000","26.46K","-2.98%"
"2017- 10- 14","6,634,000","6,443,000","6,649,000","6,340,000","20.97K","2.96%"
"2017- 10- 13","6,443,000","6,384,000","6,982,000","6,384,000","45.37K","0.92%"
"2017- 10- 12","6,384,000","5,544,000","6,390,000","5,537,000","34.07K","15.15%"
"2017- 10- 11","5,544,000","5,517,000","5,580,000","5,480,000","11.85K","0.49%"
"2017- 10- 10","5,517,000","5,496,000","5,655,000","5,472,000","19.99K","0.38%"
"2017- 10- 09","5,496,000","5,239,000","5,790,000","5,201,000","22.38K","4.91%"
"2017- 10- 08","5,239,000","5,023,000","5,248,000","5,017,000","13.94K","4.30%"
"2017- 10- 07","5,023,000","5,001,000","5,049,000","4,952,000","6.48K","0.44%"
"2017- 10- 06","5,001,000","4,939,000","5,034,000","4,934,000","8.94K","1.26%"
"2017- 10- 05","4,939,000","4,902,000","4,977,000","4,811,000","10.43K","0.75%"
"2017- 10- 04","4,902,000","4,977,000","4,988,000","4,851,000","10.70K","-1.51%"
"2017- 10- 03","4,977,000","5,020,000","5,056,000","4,842,000","16.41K","-0.86%"
"2017- 10- 02","5,020,000","4,958,000","5,094,000","4,956,000","19.40K","1.25%"
"2017- 10- 01","4,958,000","4,891,000","4,979,000","4,813,000","16.23K","1.37%"
"2017- 09- 30","4,891,000","4,658,000","4,898,000","4,654,000","15.00K","5.00%"
"2017- 09- 29","4,658,000","4,592,000","4,710,000","4,478,000","14.06K","1.44%"
"2017- 09- 28","4,592,000","4,654,000","4,791,000","4,518,000","21.44K","-1.33%"
"2017- 09- 27","4,654,000","4,320,000","4,680,000","4,313,000","15.78K","7.73%"
"2017- 09- 26","4,320,000","4,319,000","4,420,000","4,306,000","10.88K","0.02%"
"2017- 09- 25","4,319,000","4,153,000","4,334,000","4,150,000","13.31K","4.00%"
"2017- 09- 24","4,153,000","4,272,000","4,275,000","4,151,000","7.47K","-2.79%"
"2017- 09- 23","4,272,000","4,156,000","4,330,000","4,101,000","9.71K","2.79%"
"2017- 09- 22","4,156,000","4,096,000","4,255,000","4,051,000","10.61K","1.46%"
"2017- 09- 21","4,096,000","4,373,000","4,411,000","4,062,000","13.39K","-6.33%"
"2017- 09- 20","4,373,000","4,394,000","4,456,000","4,340,000","10.20K","-0.48%"
"2017- 09- 19","4,394,000","4,459,000","4,498,000","4,215,000","15.38K","-1.46%"
"2017- 09- 18","4,459,000","4,082,000","4,481,000","4,075,000","22.52K","9.24%"
"2017- 09- 17","4,082,000","4,121,000","4,186,000","3,920,000","13.96K","-0.95%"
"2017- 09- 16","4,121,000","4,167,000","4,322,000","3,900,000","19.56K","-1.10%"
"2017- 09- 15","4,167,000","3,424,000","4,345,000","3,303,000","49.49K","21.70%"
"2017- 09- 14","3,424,000","4,462,000","4,539,000","3,420,000","27.98K","-23.26%"
"2017- 09- 13","4,462,000","4,707,000","4,722,000","4,401,000","16.94K","-5.21%"
"2017- 09- 12","4,707,000","4,791,000","4,868,000","4,683,000","12.99K","-1.75%"
"2017- 09- 11","4,791,000","4,715,000","4,939,000","4,680,000","13.57K","1.61%"
"2017- 09- 10","4,715,000","4,870,000","4,872,000","4,443,000","10.96K","-3.18%"
"2017- 09- 09","4,870,000","4,934,000","4,939,000","4,750,000","12.73K","-1.30%"
"2017- 09- 08","4,934,000","5,082,000","5,118,000","4,700,000","17.31K","-2.91%"
"2017- 09- 07","5,082,000","5,068,000","5,140,000","4,950,000","12.92K","0.28%"
"2017- 09- 06","5,068,000","4,962,000","5,097,000","4,906,000","15.78K","2.14%"
"2017- 09- 05","4,962,000","4,801,000","5,047,000","4,250,000","25.89K","3.35%"
"2017- 09- 04","4,801,000","5,141,000","5,144,000","4,680,000","19.06K","-6.61%"
"2017- 09- 03","5,141,000","5,105,000","5,295,000","4,900,000","15.60K","0.71%"
"2017- 09- 02","5,105,000","5,355,000","5,510,000","4,860,000","20.36K","-4.67%"
"2017- 09- 01","5,355,000","5,184,000","5,356,000","5,179,000","12.91K","3.30%"
"2017- 08- 31","5,184,000","5,056,000","5,218,000","5,046,000","11.19K","2.53%"
"2017- 08- 30","5,056,000","5,091,000","5,170,000","4,975,000","12.50K","-0.69%"
"2017- 08- 29","5,091,000","4,910,000","5,139,000","4,880,000","17.35K","3.69%"
"2017- 08- 28","4,910,000","4,887,000","4,916,000","4,770,000","14.89K","0.47%"
"2017- 08- 27","4,887,000","4,913,000","4,959,000","4,880,000","8.71K","-0.53%"
"2017- 08- 26","4,913,000","4,910,000","4,919,000","4,852,000","8.82K","0.06%"
"2017- 08- 25","4,910,000","4,841,000","4,973,000","4,830,000","15.82K","1.43%"
"2017- 08- 24","4,841,000","4,682,000","4,961,000","4,658,000","18.16K","3.40%"
"2017- 08- 23","4,682,000","4,598,000","4,796,000","4,555,000","20.64K","1.83%"
"2017- 08- 22","4,598,000","4,515,000","4,635,000","4,090,000","30.00K","1.84%"
"2017- 08- 21","4,515,000","4,730,000","4,757,000","4,510,000","22.99K","-4.55%"
"2017- 08- 20","4,730,000","4,809,000","4,849,000","4,723,000","15.01K","-1.64%"
"2017- 08- 19","4,809,000","4,771,000","4,900,000","4,601,000","34.44K","0.80%"
"2017- 08- 18","4,771,000","4,851,000","4,952,000","4,677,000","27.04K","-1.65%"
"2017- 08- 17","4,851,000","4,952,000","5,055,000","4,850,000","35.20K","-2.04%"
"2017- 08- 16","4,952,000","4,869,000","4,965,000","4,612,000","45.46K","1.70%"
"2017- 08- 15","4,869,000","4,957,000","5,140,000","4,511,000","71.81K","-1.78%"
"2017- 08- 14","4,957,000","4,720,000","4,960,000","4,560,000","48.36K","5.02%"
"2017- 08- 13","4,720,000","4,482,000","5,080,000","4,300,000","73.72K","5.31%"
"2017- 08- 12","4,482,000","4,177,000","4,500,000","4,111,000","42.73K","7.30%"
"2017- 08- 11","4,177,000","3,868,000","4,200,000","3,861,000","31.86K","7.99%"
"2017- 08- 10","3,868,000","3,798,000","3,890,000","3,769,000","12.81K","1.84%"
"2017- 08- 09","3,798,000","3,865,000","3,883,000","3,600,000","21.96K","-1.73%"
"2017- 08- 08","3,865,000","3,744,000","3,958,000","3,699,000","43.15K","3.23%"
"2017- 08- 07","3,744,000","3,523,000","3,784,000","3,461,000","24.65K","6.27%"
"2017- 08- 06","3,523,000","3,563,000","3,663,000","3,420,000","22.23K","-1.12%"
"2017- 08- 05","3,563,000","3,164,000","3,566,000","3,156,000","53.54K","12.61%"
"2017- 08- 04","3,164,000","3,093,000","3,198,000","3,059,000","29.69K","2.30%"
"2017- 08- 03","3,093,000","3,043,000","3,111,000","3,040,000","8.67K","1.64%"
"2017- 08- 02","3,043,000","3,055,000","3,087,000","3,024,000","6.17K","-0.39%"
"2017- 08- 01","3,055,000","3,190,000","3,196,000","2,998,000","14.24K","-4.23%"
"2017- 07- 31","3,190,000","3,108,000","3,198,000","3,054,000","17.34K","2.64%"
"2017- 07- 30","3,108,000","3,064,000","3,148,000","3,001,000","16.83K","1.44%"
"2017- 07- 29","3,064,000","3,192,000","3,193,000","2,960,000","31.80K","-4.01%"
"2017- 07- 28","3,192,000","2,989,000","3,238,000","2,989,000","51.40K","6.79%"
"2017- 07- 27","2,989,000","2,851,000","3,001,000","2,840,000","16.98K","4.84%"
"2017- 07- 26","2,851,000","2,931,000","2,977,000","2,763,000","18.09K","-2.73%"
"2017- 07- 25","2,931,000","3,064,000","3,084,000","2,759,000","31.28K","-4.34%"
"2017- 07- 24","3,064,000","3,044,000","3,089,000","3,003,000","13.71K","0.66%"
"2017- 07- 23","3,044,000","3,120,000","3,141,000","2,980,000","22.45K","-2.44%"
"2017- 07- 22","3,120,000","2,974,000","3,197,000","2,950,000","32.88K","4.91%"
"2017- 07- 21","2,974,000","3,235,000","3,244,000","2,916,000","38.44K","-8.07%"
"2017- 07- 20","3,235,000","2,641,000","3,399,000","2,621,000","42.26K","22.49%"
"2017- 07- 19","2,641,000","2,764,000","2,766,000","2,510,000","23.02K","-4.45%"
"2017- 07- 18","2,764,000","2,643,000","2,830,000","2,445,000","30.26K","4.58%"
"2017- 07- 17","2,643,000","2,213,000","2,676,000","2,164,000","23.88K","19.43%"
"2017- 07- 16","2,213,000","2,214,000","2,334,000","1,800,000","22.05K","-0.05%"
"2017- 07- 15","2,214,000","2,632,000","2,637,000","2,085,000","19.22K","-15.88%"
